74370,VL1,3
73990,VL1,7
73952,VL1,0
73944,VL1,5
74956,VL1,0
74865,VL1,3
74332,VL1,3
70710,VL1,0
74279,VL1,4
74355,VL1,1
74347,VL1,2
64973,VL1,0
70292,VL1,2
73982,VL1,1
74340,VL1,1
60423,VL1,3
75283,VL1,1
73936,VL1,2
74294,VL1,2
70741,VL1,3
75070,VL1,1
73974,VL1,6
73929,VL1,2
73967,VL1,6
74362,VL1,3
73921,VL1,0
74286,VL1,2
68078,CL2,2
70109,CL2,7
70216,CL2,3
60545,CL2,5
67499,CL2,6
67667,CL2,3
69698,CL2,3
58719,CL2,3
56459,CL2,4
70208,CL2,3
69645,CL2,3
56444,CL2,5
64912,CL2,3
70201,CL2,4
70124,CL2,3
65049,CL2,3
70193,CL2,3
70170,CL2,1
67697,CL2,5
69683,CL2,4
67058,CL2,3
69660,CL2,3
70155,CL2,3
70764,CL2,3
70414,CL2,2
58666,CL2,5
64266,CL2,3
70368,CL2,4
70140,CL2,3
62965,CL2,5
56223,CL2,5
66609,CL2,4
59990,CL2,4
74477,CL2,4
70756,CL2,2
70398,CL2,4
60659,CL2,5
60431,CL2,4
74887,CL2,2
67743,CL2,3
74880,CL2,4
67408,CL2,6
64258,CL2,2
61953,CL2,3
60606,CL2,3
64114,CL2,5
70748,CL2,2
70223,CL2,3
74895,CL2,2
70718,CL2,3
64091,CL2,8
60674,CL2,4
59990,LTU,5
70109,LTU,8
70124,LTU,5
70284,LTU,5
64152,LTU,7
70414,LTU,5
70140,LTU,5
60560,CL2,2
74461,CL2,4
67614,CL2,3
69637,CL2,2
60705,CL2,2
70315,CL2,3
64190,CL2,4
67598,CL2,3
74096,CL2,4
58574,CL2,3
70299,CL2,2
74446,CL2,3
64152,CL2,6
74104,CL2,4
67576,CL2,4
70269,CL2,1
64136,CL2,2
64121,CL2,1
67773,CL2,3
67636,CL2,3
60712,CL2,4
74469,CL2,2
64106,CL2,5
63048,CL2,3
74439,CL2,2
56239,CL2,3
74454,CL2,2
60484,CL2,4
70261,CL2,3
60454,CL2,7
74302,DT,5
73997,DT,6
74370,DT,5
73990,DT,5
70710,DT,3
70254,DT,6
73982,DT,5
60423,DT,8
75283,DT,2
75070,DT,2
73974,DT,6
73967,DT,8
73959,CA,4
74302,CA,7
74309,CA,5
74941,CA,7
73997,CA,7
64037,CA,6
73990,CA,5
73952,CA,4
70710,CA,3
74279,CA,5
70292,CA,7
73982,CA,6
74340,CA,4
60492,CA,8
75283,CA,7
73936,CA,7
74294,CA,4
73974,CA,5
74362,CA,4
74286,CA,2
73898,CA,8
73959,CMC,4
74302,CMC,2
74324,CMC,4
74309,CMC,3
74941,CMC,3
73997,CMC,7
74370,CMC,5
73990,CMC,6
73952,CMC,4
73944,CMC,9
74956,CMC,7
74865,CMC,5
74332,CMC,5
70710,CMC,4
74279,CMC,4
74355,CMC,3
74347,CMC,2
64973,CMC,0
70292,CMC,6
70254,CMC,3
73982,CMC,4
74340,CMC,4
60423,CMC,2
75283,CMC,3
73936,CMC,4
74294,CMC,4
70741,CMC,3
75070,CMC,3
73974,CMC,6
73929,CMC,3
73967,CMC,5
74362,CMC,4
73921,CMC,2
74286,CMC,3
62272,BG,8
62402,BG,9
62409,BG,7
74005,BG,8
62607,BG,8
60690,BG,3
74020,BG,7
62257,BG,8
60492,BG,8
64905,BG,1
62333,BG,7
74948,BG,6
62303,BG,8
62447,BG,8
74035,BG,9
64045,BG,9
74043,BG,3
62569,BG,7
62295,BG,8
62485,BG,9
62622,BG,9
56535,BG,1
64958,BG,6
70322,VL1,3
60477,VL1,1
62516,VL1,5
62356,VL1,7
75253,VL1,1
64037,VL1,6
73236,VL1,3
74918,VL1,2
60522,VL1,3
64053,VL1,4
64060,VL1,9
75245,VL1,1
74385,VL1,2
64966,VL1,2
70330,VL1,1
62310,VL1,7
73914,VL1,3
62949,VL1,2
68846,VL1,2
62539,VL1,8
74903,VL1,2
75116,VL1,3
74408,VL1,3
73906,VL1,2
74378,VL1,2
62318,VL1,3
74910,VL1,1
73898,VL1,6
74302,DA1,6
73997,DA1,6
74370,DA1,7
73990,DA1,6
70710,DA1,7
70254,DA1,6
73982,DA1,8
60423,DA1,6
75283,DA1,5
75070,DA1,5
73974,DA1,6
73967,DA1,6
62523,DT,5
74423,DT,5
62508,DT,8
62478,DT,5
74431,DT,5
64076,DT,8
74416,DT,5
64030,DT,5
74028,DT,9
62249,DT,6
62265,DT,8
74012,DT,5
62287,DT,6
74385,AT_1,5
64966,AT_1,4
62310,AT_1,8
62539,AT_1,7
75116,AT_1,2
74378,AT_1,4
69630,AT_1,5
75245,GR,0
74385,GR,4
64966,GR,1
62310,GR,7
75116,GR,2
74378,GR,2
69630,GR,4
60560,AT2,4
58803,AT2,4
69637,AT2,5
56764,AT2,2
64190,AT2,3
67598,AT2,2
58582,AT2,4
67576,AT2,3
64136,AT2,2
67773,AT2,5
60712,AT2,2
56239,AT2,3
60484,AT2,3
70261,AT2,3
66891,AT2,0
60454,AT2,7
70322,HC,7
60477,HC,5
62516,HC,8
62356,HC,10
75253,HC,8
64037,HC,9
73236,HC,6
74918,HC,7
60522,HC,6
64053,HC,6
64060,HC,10
75245,HC,4
74385,HC,7
64966,HC,7
62310,HC,7
73914,HC,9
62949,HC,7
68846,HC,6
62539,HC,9
74903,HC,7
75116,HC,5
74408,HC,9
73906,HC,10
74378,HC,7
62318,HC,5
74910,HC,7
73898,HC,8
64958,FQ,8
62523,FQ,2
74423,FQ,2
62508,FQ,4
56535,FQ,1
62622,FQ,7
62485,FQ,7
62478,FQ,7
60416,FQ,4
74431,FQ,3
62295,FQ,5
62569,FQ,3
74043,FQ,1
64045,FQ,10
74035,FQ,6
64076,FQ,6
62447,FQ,6
74416,FQ,3
62303,FQ,9
74948,FQ,5
64030,FQ,6
62333,FQ,9
64905,FQ,1
74028,FQ,5
60492,FQ,2
62257,FQ,8
62249,FQ,6
62265,FQ,8
74020,FQ,5
74012,FQ,1
60690,FQ,1
62607,FQ,7
60461,FQ,4
74005,FQ,5
62409,FQ,7
62402,FQ,9
62287,FQ,5
62272,FQ,9
60431,BHU,9
64989,BHU,9
61953,BHU,9
70322,CMC,3
60477,CMC,5
74401,CMC,1
62516,CMC,7
62356,CMC,8
75253,CMC,5
64037,CMC,8
74393,CMC,1
73236,CMC,5
75123,CMC,1
74918,CMC,6
60522,CMC,6
64053,CMC,7
64060,CMC,9
75245,CMC,4
70277,CMC,5
74385,CMC,6
64966,CMC,3
70330,CMC,5
62310,CMC,7
73914,CMC,7
62949,CMC,5
68846,CMC,4
62539,CMC,8
74903,CMC,6
75116,CMC,4
74408,CMC,7
73906,CMC,6
74378,CMC,8
62318,CMC,5
69630,CMC,4
74910,CMC,3
73898,CMC,9
73959,AA,6
74309,AA,6
74941,AA,6
73952,AA,6
73944,AA,10
74956,AA,6
74865,AA,7
74332,AA,7
74279,AA,5
74355,AA,6
74347,AA,5
64973,AA,3
70292,AA,6
74340,AA,5
73936,AA,6
74294,AA,6
73929,AA,6
74362,AA,5
73921,AA,4
74286,AA,5
73959,AE,6
74324,AE,5
74309,AE,9
74941,AE,6
73952,AE,6
73944,AE,9
74956,AE,6
74865,AE,9
74332,AE,9
74279,AE,6
74355,AE,5
74347,AE,7
64973,AE,6
70292,AE,7
74340,AE,7
73936,AE,6
74294,AE,6
73929,AE,9
74362,AE,6
73921,AE,6
74286,AE,5
70322,ECO,3
60477,ECO,5
74401,ECO,0
62516,ECO,5
62356,ECO,9
75253,ECO,4
64037,ECO,8
73236,ECO,1
74918,ECO,1
60522,ECO,5
64053,ECO,7
64060,ECO,9
73914,ECO,4
62949,ECO,3
68846,ECO,4
74903,ECO,4
74408,ECO,4
73906,ECO,3
62318,ECO,4
74910,ECO,1
73898,ECO,8
74461,EE,3
67614,EE,3
60705,EE,2
70315,EE,2
58574,EE,4
70299,EE,1
70284,EE,5
64152,EE,5
74104,EE,5
70269,EE,3
64121,EE,3
67636,EE,4
74469,EE,4
64106,EE,3
74439,EE,6
74454,EE,3
74461,MC2,4
67614,MC2,3
60705,MC2,4
70315,MC2,2
58574,MC2,2
70299,MC2,3
74446,MC2,4
70284,MC2,3
64152,MC2,4
74104,MC2,6
70269,MC2,8
64121,MC2,4
67636,MC2,3
74469,MC2,5
64106,MC2,4
74454,MC2,3
74302,VOL,4
73997,VOL,7
74370,VOL,7
73990,VOL,7
70710,VOL,7
70254,VOL,6
73982,VOL,7
60423,VOL,6
75283,VOL,2
62257,M1,3
75070,VOL,4
73974,VOL,7
73967,VOL,7
66609,FR4,9
68078,FR4,7
69637,FR4,6
60705,FR4,5
70193,FR4,8
67773,FR4,7
70162,FR4,2
60712,FR4,8
70261,FR4,8
75253,FR3,9
74865,FR3,9
60522,FR3,6
64045,FR3,9
64053,FR3,8
74028,FR3,8
64966,FR3,3
62539,FR3,9
62607,FR3,8
74378,FR3,9
62318,FR3,6
62402,FR3,10
64037,CL1,4
74401,PSI,0
62516,PSI,9
74423,PSI,8
62622,PSI,10
74370,PSI,8
73944,PSI,10
74393,PSI,0
73236,PSI,8
74956,PSI,7
75123,PSI,0
74332,PSI,8
62569,PSI,10
74043,PSI,7
74347,PSI,7
74035,PSI,10
64973,PSI,1
75245,PSI,7
74385,PSI,8
74948,PSI,8
64905,PSI,0
60423,PSI,8
74020,PSI,9
62310,PSI,10
73914,PSI,9
62949,PSI,8
60690,PSI,4
68846,PSI,9
75070,PSI,6
74903,PSI,4
75116,PSI,4
74005,PSI,10
73929,PSI,7
62409,PSI,10
74408,PSI,10
73967,PSI,9
69630,CL1,4
73959,FC,6
74302,FC,4
74324,FC,6
74309,FC,5
74941,FC,4
73997,FC,10
74370,FC,4
73990,FC,9
73952,FC,5
73944,FC,8
74956,FC,5
74865,FC,6
74332,FC,7
70710,FC,3
74279,FC,6
74355,FC,3
74347,FC,4
64973,FC,1
70292,FC,8
70254,FC,1
73982,FC,5
74340,FC,5
60423,FC,7
75283,FC,3
73936,FC,5
74294,FC,2
70741,FC,3
75070,FC,5
73974,FC,7
73929,FC,5
73967,FC,8
74362,FC,4
73921,FC,4
74286,FC,5
64958,FC,7
62523,FC,5
74423,FC,4
62508,FC,8
56535,FC,2
62622,FC,8
62485,FC,10
62478,FC,9
74005,M1,3
74431,FC,5
62295,FC,9
62569,FC,10
74043,FC,4
64045,FC,9
74035,FC,10
64076,FC,7
62447,FC,10
74416,FC,3
62303,FC,9
74948,FC,8
64030,FC,10
62333,FC,8
64905,FC,0
74028,FC,7
60492,FC,8
62257,FC,9
62249,FC,8
62265,FC,10
74020,FC,10
74012,FC,2
60690,FC,7
62607,FC,9
62409,M1,5
74005,FC,7
62409,FC,9
62402,FC,10
62287,FC,7
62272,FC,9
60477,FC,0
74401,FC,0
62516,FC,7
62356,FC,8
75253,FC,6
64037,FC,8
74393,FC,0
73236,FC,7
75123,FC,0
74918,FC,5
60522,FC,7
64053,FC,8
64060,FC,10
75245,FC,6
70277,FC,2
74385,FC,4
64966,FC,4
62310,FC,10
73914,FC,7
62949,FC,6
68846,FC,5
62539,FC,9
74903,FC,4
75116,FC,3
74408,FC,8
73906,FC,7
74378,FC,6
62318,FC,7
69630,FC,0
74910,FC,2
73898,FC,8
60560,HA,4
58803,HA,1
69637,HA,2
56764,HA,3
58582,HA,5
64174,HA,5
64136,HA,6
67773,HA,5
60712,HA,2
63048,HA,5
56239,HA,0
60484,HA,3
70261,HA,2
66891,HA,0
60454,HA,8
70406,HA,2
70398,HA,6
70109,HA,5
69698,HA,2
74887,HA,2
69668,HA,3
70124,HA,4
70193,HA,5
70185,HA,3
69683,HA,3
67058,HA,5
70764,HA,3
70368,HA,5
60560,GEO,4
74461,GEO,3
67614,GEO,2
60705,GEO,4
56764,GEO,2
70315,GEO,2
67598,GEO,5
74096,GEO,6
58574,GEO,6
70299,GEO,2
74446,GEO,3
70284,GEO,3
64174,GEO,6
64152,GEO,6
74104,GEO,4
67576,GEO,4
70269,GEO,2
64136,GEO,2
64121,GEO,2
67636,GEO,4
60712,GEO,4
74469,GEO,5
64106,GEO,3
63048,GEO,2
74454,GEO,4
60484,GEO,3
70261,GEO,3
66891,GEO,0
60454,GEO,8
73959,CL1,3
74302,CL1,1
74324,CL1,4
74309,CL1,2
74941,CL1,1
73997,CL1,5
74370,CL1,3
73990,CL1,6
73952,CL1,1
73944,CL1,9
74865,CL1,6
74332,CL1,2
70710,CL1,0
74355,CL1,2
74347,CL1,1
64973,CL1,0
70292,CL1,6
70254,CL1,0
73982,CL1,1
74340,CL1,2
60423,CL1,0
75283,CL1,0
73936,CL1,1
74294,CL1,0
70741,CL1,1
75070,CL1,2
73974,CL1,5
73929,CL1,3
73967,CL1,3
74362,CL1,3
73921,CL1,1
74286,CL1,1
74401,VL1,0
74393,VL1,0
75123,VL1,0
70277,VL1,0
60522,MCS_1,3
70254,VL1,0
70155,NL2,4
68078,NL2,7
70109,NL2,9
70216,NL2,5
60545,NL2,5
67499,NL2,7
69698,NL2,8
69668,NL2,7
58719,NL2,7
56459,NL2,8
70208,NL2,9
69645,NL2,5
56444,NL2,5
64912,NL2,8
70201,NL2,8
70124,NL2,9
65049,NL2,7
70193,NL2,8
70185,NL2,8
70170,NL2,7
67697,NL2,8
69683,NL2,9
67058,NL2,6
69660,NL2,8
70162,NL2,1
56246,NL2,6
70764,NL2,8
70414,NL2,9
70132,NL2,5
58666,NL2,6
64266,NL2,7
70140,NL2,7
62249,M1,5
62265,M1,9
64958,NL1,9
62523,NL1,6
74423,NL1,8
62508,NL1,9
56535,NL1,2
62622,NL1,9
62485,NL1,8
62478,NL1,8
74431,NL1,8
62295,NL1,9
62569,NL1,10
74043,NL1,7
64045,NL1,10
74035,NL1,9
64076,NL1,9
62447,NL1,10
74416,NL1,9
62303,NL1,9
74948,NL1,9
64030,NL1,8
62333,NL1,10
74020,M1,2
74028,NL1,9
60492,NL1,8
62257,NL1,8
62249,NL1,8
62265,NL1,10
74020,NL1,9
74012,NL1,7
60690,NL1,5
62607,NL1,10
74005,NL1,9
62409,NL1,9
62402,NL1,9
62287,NL1,9
62272,NL1,9
74401,HC,0
70322,NL1,0
60477,NL1,7
74401,NL1,0
62516,NL1,9
62356,NL1,10
75253,NL1,9
64037,NL1,9
74393,NL1,0
73236,NL1,7
75123,NL1,1
74918,NL1,8
60522,NL1,7
64053,NL1,7
64060,NL1,10
75245,NL1,5
70277,NL1,0
74385,NL1,8
64966,NL1,4
70330,NL1,0
62310,NL1,8
73914,NL1,9
62949,NL1,5
68846,NL1,7
62539,NL1,10
74903,NL1,5
75116,NL1,7
74408,NL1,8
73906,NL1,7
74378,NL1,8
62318,NL1,9
74910,NL1,5
73898,NL1,10
74286,EF,7
73921,EF,5
74362,EF,7
73967,EF,6
73929,EF,8
73974,EF,7
75070,EF,6
74294,EF,5
73936,EF,5
75283,EF,6
60423,EF,3
74340,EF,6
73982,EF,5
70292,EF,6
64973,EF,3
74347,EF,5
74355,EF,4
74279,EF,4
70710,EF,1
74332,EF,6
74865,EF,8
74956,EF,6
73944,EF,8
73952,EF,7
73990,EF,6
74370,EF,6
73997,EF,6
74941,EF,6
74309,EF,5
74302,EF,6
73959,EF,5
62272,EF,7
62287,EF,6
62402,EF,5
62409,EF,5
74005,EF,5
74012,M1,1
62607,EF,5
60690,EF,5
74012,EF,8
74020,EF,5
62265,EF,7
62249,EF,7
62257,EF,7
60492,EF,5
74028,EF,5
60690,M1,1
62333,EF,7
64030,EF,7
74948,EF,5
62303,EF,7
74416,EF,5
62447,EF,7
64076,EF,7
74035,EF,5
64045,EF,7
74043,EF,5
62569,EF,5
62295,EF,7
74431,EF,6
62607,M1,7
62478,EF,6
62485,EF,7
62622,EF,7
60461,M1,2
62508,EF,6
74423,EF,3
62523,EF,6
64958,EF,6
73898,EF,5
74910,EF,7
62318,EF,7
74378,EF,5
73906,EF,7
74408,EF,5
75116,EF,7
74903,EF,5
62539,EF,7
68846,EF,5
62949,EF,5
73914,EF,6
62310,EF,5
64966,EF,5
74385,EF,5
75245,EF,6
64060,EF,7
64053,EF,5
60522,EF,5
74918,EF,5
75123,EF,2
73236,EF,5
74393,EF,1
64037,EF,6
75253,EF,6
62356,EF,8
62516,EF,6
74401,EF,1
60477,EF,4
74918,PSI,8
73921,PSI,8
60477,IC1,4
64958,IC1,9
62356,IC1,9
62485,IC1,10
70330,IC1,1
70741,IC1,1
73906,IC1,6
74910,IC1,6
73959,AM,4
74309,AM,5
74941,AM,2
73952,AM,7
73944,AM,8
74956,AM,4
74865,AM,5
74332,AM,2
74279,AM,2
74355,AM,8
74347,AM,2
64973,AM,0
70292,AM,9
74340,AM,6
73936,AM,1
74294,AM,7
73929,AM,4
74362,AM,6
73921,AM,2
74286,AM,6
73959,NL1,6
74302,NL1,2
74324,NL1,5
74309,NL1,4
74941,NL1,5
73997,NL1,6
74370,NL1,6
73990,NL1,7
73952,NL1,5
73944,NL1,9
74956,NL1,6
74865,NL1,6
74332,NL1,4
70710,NL1,5
74279,NL1,5
74355,NL1,5
74347,NL1,4
64973,NL1,0
70292,NL1,5
70254,NL1,0
73982,NL1,3
74340,NL1,8
60423,NL1,0
75283,NL1,1
73936,NL1,4
74294,NL1,3
60492,M1,2
75070,NL1,4
73974,NL1,7
73929,NL1,3
73967,NL1,7
74362,NL1,4
73921,NL1,3
74286,NL1,5
64958,CL1,5
62523,CL1,3
74423,CL1,4
62508,CL1,6
56535,CL1,2
62622,CL1,4
62485,CL1,6
62478,CL1,5
60416,CL1,3
74431,CL1,4
62295,CL1,6
62569,CL1,6
74043,CL1,3
64045,CL1,6
74035,CL1,6
64076,CL1,4
62447,CL1,5
74416,CL1,3
62303,CL1,5
74948,CL1,5
64030,CL1,4
62333,CL1,5
64905,CL1,3
74028,CL1,6
60492,CL1,4
62257,CL1,5
62249,CL1,5
62265,CL1,8
74020,CL1,6
74012,CL1,3
60690,CL1,2
62607,CL1,6
60461,CL1,4
74005,CL1,5
62409,CL1,5
62402,CL1,6
62287,CL1,5
62272,CL1,7
62310,CL1,5
70322,CL1,0
60477,CL1,0
74401,CL1,0
62516,CL1,4
62356,CL1,7
75253,CL1,3
74393,CL1,0
73236,CL1,2
75123,CL1,1
74918,CL1,2
60522,CL1,4
64053,CL1,5
64060,CL1,8
75245,CL1,2
70277,CL1,2
74385,CL1,5
64966,CL1,4
70330,CL1,0
73914,CL1,3
62949,CL1,4
68846,CL1,2
62539,CL1,6
74903,CL1,2
74408,CL1,3
73906,CL1,3
74378,CL1,3
62318,CL1,5
74910,CL1,2
73898,CL1,7
56239,HE,3
60560,HE,8
74461,HE,5
58803,HE,1
67614,HE,2
69637,HE,4
60705,HE,2
56764,HE,5
70315,HE,1
74096,HE,4
58574,HE,3
70299,HE,1
70284,HE,3
64152,HE,6
74104,HE,5
67576,HE,5
70269,HE,3
64136,HE,6
64121,HE,3
67773,HE,6
60712,HE,4
74469,HE,4
64106,HE,3
74454,HE,5
60484,HE,4
70261,HE,3
66891,HE,0
60454,HE,9
68078,HE,3
70109,HE,8
70216,HE,3
60545,HE,2
67499,HE,6
69698,HE,1
69668,HE,1
58719,HE,1
56459,HE,6
70208,HE,6
69645,HE,4
56444,HE,3
64912,HE,5
70201,HE,3
70124,HE,4
65049,HE,3
70193,HE,2
70185,HE,2
70170,HE,1
69683,HE,1
67058,HE,2
69660,HE,6
70162,HE,0
56246,HE,3
70764,HE,5
70414,HE,4
70132,HE,1
58666,HE,6
70140,HE,2
62965,HE,3
56223,HE,6
66609,HE,3
59990,HE,4
74477,HE,6
70406,HE,4
60431,HE,6
64989,HE,2
74887,HE,6
67743,HE,7
74880,HE,6
67408,HE,7
64258,HE,6
61953,HE,6
60606,HE,6
64114,HE,9
70748,HE,3
70223,HE,2
74895,HE,4
70718,HE,5
64091,HE,9
60674,HE,5
66609,FIS,2
59990,FIS,2
74477,FIS,2
60659,FIS,2
67743,FIS,2
65027,FIS,4
64114,FIS,9
70223,FIS,0
60674,FIS,3
74956,CL1,4
74279,CL1,4
66609,DT2,5
59990,DT2,5
60545,DT2,7
60659,DT2,3
67743,DT2,1
70223,DT2,2
64091,DT2,9
67697,HE,4
70155,HE,2
60659,HE,5
70756,HE,2
75245,AT_1,1
63048,AT2,6
58803,GR2,5
69637,GR2,6
67773,GR2,5
56239,GR2,3
74028,M1,5
64905,M1,0
62333,M1,6
64030,M1,2
74948,M1,3
62303,M1,6
74416,M1,7
62447,M1,6
64076,M1,3
74035,M1,3
64045,M1,5
74043,M1,2
62569,M1,3
62295,M1,5
74431,M1,2
60416,M1,1
62478,M1,4
62485,M1,7
62622,M1,5
56535,M1,0
62508,M1,5
74423,M1,2
62523,M1,1
64958,M1,7
70756,TEG,6
70406,TEG,8
70216,TEG,8
67499,TEG,8
67667,TEG,7
58719,TEG,7
69645,TEG,8
65049,TEG,7
70170,TEG,7
70748,TEG,8
56246,TEG,6
58666,TEG,8
74895,TEG,7
70718,TEG,7
62965,TEG,5
70756,TA,7
70406,TA,8
70216,TA,8
60545,TA,8
67499,TA,7
58719,TA,6
69645,TA,8
70201,TA,8
70170,TA,7
70748,TA,8
56246,TA,6
58666,TA,7
74895,TA,6
70718,TA,7
68078,HF,1
70109,HF,7
70216,HF,2
60545,HF,5
67499,HF,5
69698,HF,2
69668,HF,0
58719,HF,0
56459,HF,5
70208,HF,6
69645,HF,1
56444,HF,2
64912,HF,5
70201,HF,2
70124,HF,4
65049,HF,3
70193,HF,1
70185,HF,2
70170,HF,2
67697,HF,4
69683,HF,1
67058,HF,2
69660,HF,5
70162,HF,0
70155,HF,2
56246,HF,2
70764,HF,1
70414,HF,3
70132,HF,1
58666,HF,5
70140,HF,2
62965,HF,3
56223,HF,4
60560,HF,1
74461,HF,5
58803,HF,1
67614,HF,1
69637,HF,1
60705,HF,1
56764,HF,1
70315,HF,1
64190,HF,5
67598,HF,5
58582,HF,7
58574,HF,5
70299,HF,0
74446,HF,3
70284,HF,3
64152,HF,5
74104,HF,6
67576,HF,3
70269,HF,1
64136,HF,6
64121,HF,1
67773,HF,4
67636,HF,3
60712,HF,1
74469,HF,6
64106,HF,0
74439,HF,6
56239,HF,3
74454,HF,1
60484,HF,1
70261,HF,1
66891,HF,0
60454,HF,9
66609,HF,4
59990,HF,5
74477,HF,3
70756,HF,2
70406,HF,3
70398,HF,8
60659,HF,7
60431,HF,2
64989,HF,2
74887,HF,3
67743,HF,3
74880,HF,3
67408,HF,4
64258,HF,3
60606,HF,5
61953,HF,5
64114,HF,7
70748,HF,2
70223,HF,1
74895,HF,2
70718,HF,5
64091,HF,9
60674,HF,5
67697,EFD,5
66609,NL2,8
59990,NL2,2
70756,NL2,4
70406,NL2,8
60659,NL2,8
60431,NL2,7
64989,NL2,4
67743,NL2,6
74880,NL2,6
67408,NL2,7
61953,NL2,5
60606,NL2,6
65027,NL2,4
70748,NL2,7
70223,NL2,2
70718,NL2,4
64091,NL2,8
60674,NL2,6
66609,M2_2,7
59990,M2_2,5
74477,M2_2,6
60659,M2_2,6
67743,M2_2,7
60606,M2_2,7
64114,M2_2,9
70223,M2_2,3
60674,M2_2,7
66609,VL2,3
59990,VL2,3
74477,VL2,4
70756,VL2,3
70406,VL2,4
70398,VL2,6
60659,VL2,4
60431,VL2,7
64989,VL2,1
67743,VL2,7
74880,VL2,2
67408,VL2,6
64258,VL2,4
61953,VL2,1
60606,VL2,4
65027,VL2,4
70748,VL2,4
70223,VL2,0
74895,VL2,4
70718,VL2,4
64091,VL2,10
60674,VL2,4
68078,VL2,3
70109,VL2,9
70216,VL2,4
60545,VL2,4
67499,VL2,7
69698,VL2,3
69668,VL2,3
58719,VL2,3
56459,VL2,4
70208,VL2,4
69645,VL2,0
56444,VL2,4
64912,VL2,4
70124,VL2,4
65049,VL2,3
70193,VL2,2
70185,VL2,2
70170,VL2,2
67697,VL2,4
69683,VL2,3
67058,VL2,3
69660,VL2,4
70162,VL2,0
70155,VL2,3
56246,VL2,0
70764,VL2,4
70132,VL2,3
58666,VL2,4
70368,VL2,4
70140,VL2,4
62965,VL2,4
56223,VL2,4
70269,SOC,8
56239,SOC,8
60484,SOC,8
68078,LPM,2
70109,LPM,6
69698,LPM,2
69668,LPM,3
70208,LPM,5
56444,LPM,2
64912,LPM,6
70201,LPM,4
70124,LPM,7
70193,LPM,2
70185,LPM,2
67697,LPM,4
69683,LPM,3
